,text, target,processed
885,บ้านเมืองฉิบหายละ. กฏสร้างมาเพื่อควบคุมคนดี แต่คนชั่วใช้ได้ตามปกติไม่มีใครเรียกร้อง ถ้าคนดีไปละเมิดรับรองโดนเละ,1,"['บ้านเมือง', 'ฉิบหาย', 'ละ', 'กฏ', 'สร้าง', 'มา', 'เพื่อ', 'ควบคุม', 'คนดี', 'แต่', 'คนชั่ว', 'ใช้ได้', 'ตามปกติ', 'ไม่', 'มี', 'ใคร', 'เรียกร้อง', 'ถ้า', 'คนดี', 'ไป', 'ละเมิด', 'รับรอง', 'โดน', 'เละ']"
886,กลับมาโกงได้ไหมอยากให้ไทยเจริญเหมือนเมื่อก่อน ตอนนี้มีแต่พวกคนดีอยู่แต่ประเทศจะพังพินาศฉิบหายมีแต่พวกในกะลา twitter.com/thaksinlive/st…,1,"['กลับมา', 'โกง', 'ได้', 'ไหม', 'อยาก', 'ให้', 'ไทย', 'เจริญ', 'เหมือน', 'เมื่อก่อน', 'ตอนนี้', 'มี', 'แต่', 'พวก', 'คนดี', 'อยู่', 'แต่', 'ประเทศ', 'จะ', 'พังพินาศ', 'ฉิบหาย', 'มี', 'แต่', 'พวก', 'ใน', 'กะลา', 'xxurl']"
887,ต้องอยู่ถึงเมื่อไหร่อะ เศรษฐกิจประเทศฉิบหายกันหมดแล้ว หัดเบิกตาดูบ้าง อยู่แต่ในกะลาของตัวเองอยู่ได้,1,"['ต้อง', 'อยู่', 'ถึง', 'เมื่อไหร่', 'อะ', 'เศรษฐกิจ', 'ประเทศ', 'ฉิบ', 'หายกัน', 'หมด', 'แล้ว', 'หัด', 'เบิกตา', 'ดู', 'บ้าง', 'อยู่', 'แต่', 'ใน', 'กะลา', 'ของ', 'ตัวเอง', 'อยู่', 'ได้']"
888,ผญ อย่างมึงนี่หน้าด้านฉิบหาย แย่งผัวคนอื่นแล้วยังมีหน้ามาภูมิใจ,1,"['ผญ', 'อย่าง', 'มึง', 'นี่', 'หน้าด้าน', 'ฉิบหาย', 'แย่ง', 'ผัว', 'คนอื่น', 'แล้ว', 'ยัง', 'มีหน้า', 'มา', 'ภูมิใจ']"
889,"ไม่ว่าจะเป็นครอบครัว หรือประเทศชาติ  หากเกิดการแย่งชิงทำลายล้างกันเอง  จุดจบคือ""ความฉิบหาย""",0,"['ไม่', 'ว่า', 'จะ', 'เป็น', 'ครอบครัว', 'หรือ', 'ประเทศชาติ', 'หาก', 'เกิด', 'การแย่งชิง', 'ทำลายล้าง', 'กันเอง', 'จุดจบ', 'คือ', 'ความฉิบหาย']"
890,เป็นการจัดอบรมที่ย้อนแย่งในตัวแบบฉิบหาย ชื่ออบรมสิทธิมนุษยชนและการปฏิลัติด้านแรงงาน แต่มึงแยกชัดเจนเลย มีเก้าอี้วีไอพี คืออะไรวะ?,0,"['เป็นการ', 'จัด', 'อบรม', 'ที่', 'ย้อน', 'แย่ง', 'ใน', 'ตัว', 'แบบ', 'ฉิบหาย', 'ชื่อ', 'อบรม', 'สิทธิมนุษยชน', 'และ', 'การ', 'ปฏิ', 'ลัติ', 'ด้าน', 'แรงงาน', 'แต่', 'มึง', 'แยก', 'ชัดเจน', 'เลย', 'มี', 'เก้าอี้', 'วีไอพี', 'คือ', 'อะไร', 'วะ']"
891,เบื่อฉิบหาย กูต้องไม่มีเพื่อนเลยใช่มั้ยวะ ถึงจะพอใจ,0,"['เบื่อ', 'ฉิบหาย', 'กู', 'ต้อง', 'ไม่', 'มี', 'เพื่อน', 'เลย', 'ใช่', 'มั้ย', 'วะ', 'ถึง', 'จะ', 'พอใจ']"
892,อีเหี้ย มีประโยชน์และจัญไรไปพร้อมๆกัน pic.twitter.com/QE0FvqtqH7,1,"['อี', 'เหี้ย', 'มีประโยชน์', 'และ', 'จัญไร', 'ไป', 'พร้อม', 'กัน', 'xxurl']"
893,ไม่เคยขับรถเส้นไหนแล้วคิดว่าจัญไรเท่าเส้นคลอง 4 อะ ขับ 40 แช่ขวาเกือบทุกคัน กลับรถตรงไหนก็กลับ กูขับมาตัดหน้ากูกลับรถเฉย,0,"['ไม่', 'เคย', 'ขับรถ', 'เส้น', 'ไหน', 'แล้ว', 'คิด', 'ว่า', 'จัญไร', 'เท่า', 'เส้น', 'คลอง', 'อะ', 'ขับ', '40', 'แช่', 'ขวา', 'เกือบ', 'ทุก', 'คัน', 'กลับรถ', 'ตรงไหน', 'ก็', 'กลับ', 'กู', 'ขับ', 'มา', 'ตัดหน้า', 'กู', 'กลับรถ', 'เฉย']"
894,สื่อไทยมาแล้วโว้ย มาพร้อมจัญไรบรรณที่มี,1,"['สื่อ', 'ไทย', 'มา', 'แล้ว', 'โว้ย', 'มา', 'พร้อม', 'จัญไร', 'บรรณ', 'ที่', 'มี']"
895,บอกว่ากูดีเกินไป โถววว ความเหี้ยกูอะระดับสิบ ยังไม่รวมจัญไร ปากหมา กวนตีน,0,"['บอ', 'กว่า', 'กู', 'ดี', 'เกินไป', 'โถ', 'xxrep', 'ความ', 'เหี้ย', 'กู', 'อะ', 'ระดับ', 'สิบ', 'ยัง', 'ไม่', 'รวม', 'จัญไร', 'ปากหมา', 'กวน', 'ตีน']"
896,ไหนใครว่ากูไม่ซิง เดะวิ่งไปถีบปาก เห็นกูจัญไรหน่อย แหม๋เอาใหญ่,1,"['ไหน', 'ใคร', 'ว่า', 'กู', 'ไม่', 'ซิง', 'เดะ', 'วิ่ง', 'ไป', 'ถีบ', 'ปาก', 'เห็น', 'กู', 'จัญไร', 'หน่อย', 'แห', 'ม๋', 'เอาใหญ่']"
897,ศิษย์วัดธรรมกายคลั่งศาสนาฉิบหาย ชอบด่าคนอิสลาม ตรรกะควายๆ นี่ใกล้จะตายแล้วยังไม่มีความคิดอีกหรอคะ?,1,"['ศิษย์', 'วัด', 'ธรรมกาย', 'คลั่ง', 'ศาสนา', 'ฉิบหาย', 'ชอบ', 'ด่า', 'คน', 'อิสลาม', 'ตรรกะ', 'ควาย', 'นี่', 'ใกล้', 'จะ', 'ตาย', 'แล้ว', 'ยัง', 'ไม่', 'มี', 'ความคิด', 'อีก', 'หรอ', 'คะ']"
898,ขอหนีไปปฏิบัติธรรมที่วัดธรรมกายได้ไหมเนี่ย เผื่อจิดใจจะสงบขึ้นและลบความบัดซบกับความฉิบหายออกจากชีวิตชั้น,0,"['ขอ', 'หนี', 'ไป', 'ปฏิบัติธรรม', 'ที่วัด', 'ธรรมกาย', 'ได้', 'ไหม', 'เนี่ย', 'เผื่อ', 'จิ', 'ใจ', 'จะ', 'สงบ', 'ขึ้น', 'และ', 'ลบ', 'ความ', 'บัดซบ', 'กับ', 'ความฉิบหาย', 'ออกจาก', 'ชีวิต', 'ชั้น']"
899,คนจัญไรคงเยอะเนอะฝนเลยตกหนักและน้ำท่วมกรุงเทพ ..ทางต่างระดับยมราช  **เลียนแบบประยุทธ์มา pic.twitter.com/bw0edPgUWZ,1,"['คนจัญไร', 'คง', 'เยอะ', 'เนอะ', 'ฝน', 'เลย', 'ตกหนัก', 'และ', 'น้ำท่วม', 'กรุงเทพ', '..', 'ทางต่างระดับ', 'ยมราช', '**', 'เลียนแบบ', 'ประยุทธ์', 'มา', 'xxurl']"
900,จรรยาบรรณไม่มี มีแต่ความจัญไร สำนักข่าวแบบนี้,1,"['จรรยาบรรณ', 'ไม่', 'มี', 'มี', 'แต่', 'ความ', 'จัญไร', 'สำนักข่าว', 'แบบนี้']"
901,ตัดได้จัญไรมาก ไอ้เหี้ยจวพ. มึง สั้นกว่าเอ็มวีเวอร์ชั่นสั้นของศิลปินญี่ปุ่นอีก มีความตีแสกหน้า อยากดูเหรอ ซื้อซิจ๊ะ ไอ้สัสสส,1,"['ตัด', 'ได้', 'จัญไร', 'มาก', 'ไอ้', 'เหี้ย', 'จวพ.', 'มึง', 'สั้น', 'กว่า', 'เอ็มวี', 'เวอร์ชั่น', 'สั้น', 'ของ', 'ศิลปิน', 'ญี่ปุ่น', 'อีก', 'มี', 'ความ', 'ตี', 'แสกหน้า', 'อยาก', 'ดู', 'เหรอ', 'ซื้อ', 'ซิ', 'จ๊ะ', 'ไอ้', 'สัส', 'xxrep']"
902,จริงๆก็ไม่ได้ชอบรัฐบาลทหารหรอกนะ แต่จากทางเลือกที่มีอยู่ แม่งโคตรจัญไร,1,"['จริงๆ', 'ก็', 'ไม่', 'ได้', 'ชอบ', 'รัฐบาล', 'ทหาร', 'หรอก', 'นะ', 'แต่', 'จาก', 'ทางเลือก', 'ที่', 'มี', 'อยู่', 'แม่', 'โคตร', 'จัญไร']"
903,เป็นเยาวชนก็จริงแต่จัญไรกว่าผู้บรรลุนิติภาวะอีกนะฟฟฟฟฟฟ,1,"['เป็น', 'เยาวชน', 'ก็', 'จริง', 'แต่', 'จัญไร', 'กว่า', 'ผู้', 'บรรลุนิติภาวะ', 'อีก', 'นะ', 'xxrep']"
904,แล้วเด็กมันจะโตมามีชีวิตแบบไหนวะ จัญไรจริงๆ คนเรา พวกมึงนี่ไม่ควรมีชีวิตอยู่บนโลกอะ ไปตายเถอะ ถ้าจะมีชีวิตอยู่เพื่อทำลายชีวิตคนอื่นแบบนี้,1,"['แล้ว', 'เด็ก', 'มัน', 'จะ', 'โตมา', 'มีชีวิต', 'แบบ', 'ไหน', 'วะ', 'จัญไร', 'จริงๆ', 'คนเรา', 'พวก', 'มึง', 'นี่', 'ไม่', 'ควร', 'มีชีวิต', 'อยู่', 'บน', 'โลก', 'อะ', 'ไป', 'ตาย', 'เถอะ', 'ถ้า', 'จะ', 'มีชีวิต', 'อยู่', 'เพื่อ', 'ทำลาย', 'ชีวิต', 'คนอื่น', 'แบบนี้']"
905,มีความสุขบนความเป็นความตายคนอื่นไม่จัญไรทำไม่ได้นะเฟย,1,"['มีความสุข', 'บน', 'ความเป็นความตาย', 'คนอื่น', 'ไม่', 'จัญไร', 'ทำ', 'ไม่', 'ได้', 'นะ', 'เฟย']"
